Page Name,User Name,Facebook Id,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-01,04:42:13,Photo,26262,21096,3915,448,210,8,62,10,181,332,https://www.facebook.com/46251501064/posts/10157814615356065,這段時間以來，不只是執政團隊辦說明會，在北部、中部、南部、東部甚至是離島，都有許多青年朋友加入街頭宣講，跟我們一起迎戰公投。 今天，我在 民進黨青年部 「會師！國務青」記者會上，了解許多青年朋友的實戰觀察，也讓我感受到大家對公共參與的熱情。 有青年朋友提到，到了異溫層的時候是很痛苦的過程。我想跟大家說，的確待在同溫層比較溫暖，但是，勇敢走出去、面對異溫層才是正確的態度，也需要很大的勇氣。 這次的公投，18歲以上的朋友都可以投票，年輕人的參與是必要的，我希望大家，都可以用自己方式，去說服自己的朋友，年輕朋友最大的優勢，就是跟我們在不同的世代。 我也了解，走向街頭需要克服心理很多困難，從沒有群眾講到有群眾，也是一個很大的挑戰。不過，對年輕朋友來說，不論有沒有聽眾，這都是很重要的體驗。 很高興看到，年輕朋友紛紛站到第一線，帶動更多年輕朋友的參與，我也謝謝參與街講的青年朋友，用行動來號召社會大眾一起關心公投。 我知道，很多在2020年支持我的年輕朋友，支持環境保護的價值，也為藻礁簽過連署書。而我們也有誠意跟大家溝通，所以將三接再外推，做出最有利於全台灣的調整。 我希望，曾經支持蔡英文的年輕朋友，都能再多花一些時間，來理解政府做出的努力。然後，為了自己的未來，為了台灣的未來，慎重做出最好的選擇。 最重要的是，12月18日，請所有的年輕朋友，一定要出門投票，為自己的未來做出關鍵的決定。 #四個不同意 #台灣更有力
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-01,01:34:08,Live Video Complete,6817,4351,1948,161,84,0,35,7,153,78,https://www.facebook.com/46251501064/posts/222462053297959,大家午安！我正出席 民進黨青年部 舉辦的「會師！國務青12/18為未來投票記者會」。歡迎一起加入直播！ #會師國務青 #1218為未來投票 #四個不同意台灣更有力
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-01,00:29:24,Photo,29899,26621,2034,514,314,7,53,10,123,223,https://www.facebook.com/46251501064/posts/10157814383146065,我要跟所有關心 #跟騷法 的朋友們報告，立法院在兩週前三讀通過《 #跟蹤騷擾防制法》，這禮拜從立院送到總統府。今天，我邀請行政團隊和委員們，一起來見證法案的簽署。 這部法案，將會依法在公布後六個月正式上路。過去這段時間，跟蹤騷擾行為引發的重大案件，受到社會的關注。未來將有法律保障，有效遏止跟騷行為，並且提供被害人更完善的保護。 我要感謝朝野立委的共同努力，加速完成立法工作。有了這部專法，未來對於不當的跟蹤及騷擾行為，公權力可以提早介入、提早防範危害。 我也要求徐國勇部長，希望警政署盡快完成相關的教育訓練，以及必要時的人力增補，並且跟相關單位加強合作，全力執法。 跟騷法的立法，也是落實性別暴力防制的重要一步。在全球評比當中，台灣的性別平等表現屬於前段班。不過，我們也必須了解，直到現在，仍然有相當多女性面對各種性別暴力、以及家庭暴力的威脅。 昨天是 #彭婉如事件發生滿25年。當年，民進黨婦女部的彭婉如主任，為了推動「婦女參政四分之一保障條款」，到高雄徹夜奔走，卻不幸遇害。 彭婉如前輩是我們尊敬的女權鬥士，彭婉如事件，更喚起大家對婦女安全保障的重視，後來也陸續完成相關立法。但是，我們始終相信，在這條路上，我們永遠可以做得更多、做得更好。 #第二十三條本法自公布後六個月施行
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,21:38:28,Live Video Complete,9138,6349,1813,227,534,3,28,5,83,96,https://www.facebook.com/46251501064/posts/4887812804647469,大家好！我正在總統府內簽署「跟蹤騷擾防制法」，行政院 蘇貞昌 院長、內政部 徐國勇 部長也在現場副署法案。歡迎一起加入直播！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,21:23:39,Photo,39559,35836,2312,563,365,22,60,8,108,285,https://www.facebook.com/46251501064/posts/10157814219886065,大家好！稍後十點四十分，我將在總統府內簽署「跟蹤騷擾防制法」，行政院 蘇貞昌 院長、內政部 徐國勇 部長也將在現場副署法案。歡迎一起加入直播！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,20:58:13,Live Video Complete,6829,4626,1384,182,474,5,18,4,71,65,https://www.facebook.com/46251501064/posts/288019269766910,大家早安！我正在總統府內接見「2021年開放國會論壇」訪賓，歡迎大家一起加入直播，也幫我分享出去！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,19:35:05,Photo,9232,7452,1369,145,105,1,17,4,78,61,https://www.facebook.com/46251501064/posts/10157814100436065,大家早安！上午十點，我將在總統府內接見「2021年開放國會論壇」訪賓，歡迎大家一起加入直播，也幫我分享出去！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,04:59:32,Photo,44478,39571,3403,529,603,11,45,8,107,201,https://www.facebook.com/46251501064/posts/10157812890071065,今天是總統文化獎頒獎典禮，這一屆五位得獎人，每位的成就都令人推崇與欽佩： #文化耕耘獎 #李安 導演是台灣電影藝文界的光榮，在海內外締造輝煌的成就，也長期關心本土電影的發展，擔任金馬執委會主席，為台灣影劇產業注入活水。 #在地希望獎 #千里步道協會 結合眾人的力量，在山林打造手作步道，讓大家更親近自然，也推動社區培力，致力保留地方文史資料，守護台灣的文化資產。 #人道奉獻獎 #陳榮基 醫師不只醫治患者的疾病，更重視患者的尊嚴，從九Ｏ年代開始，就積極推動「善終」概念，創立第一個臨終關懷公益團體，是台灣安寧醫療的重要推手。 #青年創意獎 #陳柏均 團長的故事，精采又勵志，他在街舞中找到自己，也持續鑽研精進，不只在台灣街舞界立足，更把台灣街舞帶上國際舞台，協助推動霹靂舞成為奧運比賽項目，成就非凡。 #社會改革獎 陳文成博士紀念基金會 四十年來，在台灣社會改革、進步價值倡議的路上從未缺席，持續出版書籍，在社區、在校園舉辦多場人權影片座談，讓民主人權的概念扎根台灣。 今年適逢台灣文化協會成立一百週年，很高興看到一代又一代的文化人，為台灣創造豐厚的文化榮景。 #台灣人樂為世界人，我們會繼續努力，堅守台灣這塊土地的自由奔放，也把台灣的美好，傳達到世界每一個角落。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,01:58:04,Live Video Complete,5982,3788,1780,153,111,3,15,10,90,32,https://www.facebook.com/46251501064/posts/2137412813088211,🏆第𝟏𝟏屆總統文化獎頒獎典禮 #文化耕耘獎｜李安 #在地希望獎｜社團法人台灣千里步道協會 #人道奉獻獎｜陳榮基 #青年創意獎｜陳柏均 #社會改革獎｜財團法人陳文成博士紀念基金會
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-30,01:13:17,Photo,70457,53085,2218,479,1959,69,28,11413,60,1146,https://www.facebook.com/46251501064/posts/10157812718696065,今天大家來送應元最後一程，我也前來為他頒發褒揚令，感謝應元一生為台灣的奉獻與付出。 應元家人提到，他的骨灰將植存，回歸大自然、化作春泥更護花。 這就是我們認識的應元，即使到了生命最後一刻，仍用實際行動，實踐環保理念。 我們都很懷念守護台灣的應元。未來，不論台灣遇到任何挑戰，我們永遠都會記得，你笑著說「沒要緊」的堅定態度。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-29,23:26:32,Photo,68875,62309,3364,1184,1107,33,116,8,109,645,https://www.facebook.com/46251501064/posts/10157812613861065,國際支持再+1 感謝法國挺台灣！Merci beaucoup！ 昨天，法國國民議會以壓倒性的票數，通過「將台灣納入國際組織轄下工作及多邊平台」決議，這項決議重點包括： ✅ 肯定台灣在抗疫及經濟發展的成功經驗，認為台灣被國際組織排除在外，危害國際社會的利益。 ✅肯定法國政府持續支持台灣參與世界衛生大會（WHA）、國際民航組織（ICAO）、國際刑警組織（INTERPOL）、聯合國氣候變化綱要公約（UNFCCC）等國際組織。 ✅ 呼籲法國政府持續採取具體行動協助台灣國際參與。 法國外交部國務部長Jean-Baptiste Lemoyne也當場重申法國政府支持台灣有意義參與國際組織的一貫立場。 我要感謝法國不分朝野黨派，以實際行動支持台灣的國際參與。 這不僅是法國國民議會首度通過支持台灣參與國際組織決議，今年五月 #法國參議院 也首度通過支持台灣國際參與的決議，創下法國國會兩院在半年之內，都首度通過友好台灣決議的歷史紀錄。 再次感謝法國朋友跟台灣站在一起。這段時間，我們也看到，越來越多國家表達支持台灣的國際參與，我們要繼續努力，把握機會，讓台灣與世界接軌！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-29,07:48:00,Photo,79656,67039,8875,1658,577,29,277,25,382,794,https://www.facebook.com/46251501064/posts/10157811422791065,距離公投越來越近，大家持續用各種方式，討論公投。不論大家的立場是什麼，我認為，針對事實的討論，對台灣民主都是好的發展。 不過，我們卻看到有人為了辯護核四，用言語攻擊與自己不同意見的人，甚至攻擊他人的父母，我要再次強調，恐嚇、攻擊並無法說服任何人，對民主辯論更是最壞的示範。 機器不是人類，也不可能跟任何人的父母親類比。核四是一台蓋了超過20年的拼裝車，我們已經花了三千億，卻連一度電都發不出來，更何況它蓋在地震斷層帶上，有任何核災意外，都是我們無法承受的。 任何核電廠都會有除役的一天，更別說是一台不安全的拼裝車。 我說過，討論公投務必「充分溝通，誠心說服」。唯有展現誠意、說明道理，才能獲得更多人的認同。我們向大家說明公投，或是請大家一起說服更多人，我都強調要在這樣的誠意上進行。 我也希望，每個人都可以理性、冷靜地討論公投，不論你的立場是什麼，我們的共識，都是希望台灣變得更好，用言語攻擊只是傷害彼此，也沒有任何的意義。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-28,23:50:30,Photo,44157,38899,3316,693,722,15,62,6,116,328,https://www.facebook.com/46251501064/posts/10157811037536065,國際盟友持續來訪！歡迎波羅的海三國友台小組！ 今天，立陶宛國會友台小組馬瑪竇主席（Matas Maldeikis）、拉脫維亞國會友台小組福燦主席（Janis Vucans）、愛沙尼亞國會友台小組楊森主席（Jüri Jaanson），以及三國議員組成的聯合訪團，來到總統府。 這是波海三國國會第一次共同組團訪問台灣，我特別感謝三位主席，促成這趟訪問，一起參加今年的「開放國會論壇」。 台灣和波海三國都走過威權統治、爭取自由的道路，也都深刻了解民主得來不易，我也期待，訪賓們藉此分享波海三國深化民主的經驗，也一起見證台灣對開放政府、開放國會、擴大公民參與的努力。 這段時間以來，台灣與立陶宛有許多密切的交流。不僅 陳建仁 Chen Chien-Jen 前副總統受邀出席在維爾紐斯的民主論壇，向國際社會分享台灣的民主經驗。上個月， 國發會 龔明鑫主委，也率領經貿考察團訪問立陶宛，簽署六項合作備忘錄。 除此之外，台灣駐立陶宛代表處已經掛牌運作，立陶宛也預計明年初將在台灣設立代表處。 現在，全球面對威權主義的擴張，以及假訊息的威脅，我也向訪賓們強調，台灣願意和歐洲朋友分享對抗假訊息的經驗，一起捍衛共享的價值，確保民主自由的生活方式。 未來，我們也期待，和拉脫維亞及愛沙尼亞，在各領域都有更多的合作交流。我們一起努力，讓台灣與波海三國的關係更穩健、更緊密！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-28,20:58:18,Live Video Complete,12372,8602,2332,249,910,6,32,9,95,137,https://www.facebook.com/46251501064/posts/648097976354717,大家好！我正在總統府內接見「波海三國國會友台小組主席及議員聯合訪問團」，歡迎大家一起加入直播！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-11-28,19:34:21,Photo,18695,16095,1877,217,237,4,36,5,89,135,https://www.facebook.com/46251501064/posts/10157810748921065,大家早安！稍後十點，我將在總統府內接見「波海三國國會友台小組主席及議員聯合訪問團」，歡迎大家一起加入直播並分享！
